,index,contribution_id,features,personId,pred,pred_conf
4795,4795,5ec6d32344331100189c8f8d,"Anthony J Olszanski fox chase cancer center, philadelphia, pa Oncology - Biomarker - Molecular Testing,Oncology Biomarkers,Melanoma - Advanced Stage,Topic: Genetics,Topic: Dermatology,Melanoma [All],Health Economics / Outcomes / Real World,Molecular Testing General,Topic: Pathology,Molecular Testing,Oncology - Health Outcomes,Topic: Solid Tumors,Real World Data in Oncology,Tumor Biomarkers General,Melanoma - Metastatic/Advanced Stage,Oncology - Molecular Testing,Melanoma,Guidelines,Solid Tumors plus Hemato-Onc [All],Skin Cancers [All],Melanoma - Biomarkers,Skin Cancers,Melanoma General,Oncology - Outcomes/Economics,Real World Data,Real World Data General Oncology - Biomarker - Molecular Testing,Oncology Biomarkers,Melanoma - Advanced Stage,Topic: Genetics,Topic: Dermatology,Melanoma [All],Health Economics / Outcomes / Real World,Molecular Testing General,Topic: Pathology,Molecular Testing,Oncology - Health Outcomes,Topic: Solid Tumors,Real World Data in Oncology,Tumor Biomarkers General,Melanoma - Metastatic/Advanced Stage,Oncology - Molecular Testing,Melanoma,Guidelines,Solid Tumors plus Hemato-Onc [All],Skin Cancers [All],Melanoma - Biomarkers,Skin Cancers,Melanoma General,Oncology - Outcomes/Economics,Real World Data,Real World Data General Oncology - Biomarker - Molecular Testing Oncology Biomarkers Melanoma - Advanced Stage Topic: Genetics Topic: Dermatology Melanoma [All] Health Economics / Outcomes / Real World Molecular Testing General Topic: Pathology Molecular Testing Oncology - Health Outcomes Topic: Solid Tumors Real World Data in Oncology Tumor Biomarkers General Melanoma - Metastatic/Advanced Stage Oncology - Molecular Testing Melanoma Guidelines Solid Tumors plus Hemato-Onc [All] Skin Cancers [All] Melanoma - Biomarkers Skin Cancers Melanoma General Oncology - Outcomes/Economics Real World Data Real World Data General",10004113,10004113,0.0
4796,4796,5ec734306c01c600189d6a98,"    Lung Cancer [All],Topic: Gastroenterology,Therapy plain only,Gastrointestinal Cancer General,Cancer Therapy,Cancer Drugs [All],Gastrointestinal Cancers,Lung Cancer - Drugs,Thoracic Cancers [All],Solid Tumors/HemOnc - Chemo/Targeted Therapy,Topic: Respiratory,Oncology - Drugs,Oncology General,Cancer Treatment/Therapy General,Lung Cancer,Topic: Solid Tumors,Gastrointestinal Cancers - Chemo/Targeted Therapy,Health,Targeted Cancer Therapy,Thoracic Cancers,AsthmaTargeted Therapy,Targeted Therapy General,Therapy General,Systemic Cancer Therapy,Gastrointestinal Cancers - Targeted Therapy,Gastrointestinal Cancers [All],Drugs_General,Abdominal Surgery,Solid Tumors plus Hemato-Onc [All] Lung Cancer [All],Topic: Gastroenterology,Therapy plain only,Gastrointestinal Cancer General,Cancer Therapy,Cancer Drugs [All],Gastrointestinal Cancers,Lung Cancer - Drugs,Thoracic Cancers [All],Solid Tumors/HemOnc - Chemo/Targeted Therapy,Topic: Respiratory,Oncology - Drugs,Oncology General,Cancer Treatment/Therapy General,Lung Cancer,Topic: Solid Tumors,Gastrointestinal Cancers - Chemo/Targeted Therapy,Health,Targeted Cancer Therapy,Thoracic Cancers,AsthmaTargeted Therapy,Targeted Therapy General,Therapy General,Systemic Cancer Therapy,Gastrointestinal Cancers - Targeted Therapy,Gastrointestinal Cancers [All],Drugs_General,Abdominal Surgery,Solid Tumors plus Hemato-Onc [All] Lung Cancer [All] Topic: Gastroenterology Therapy plain only Gastrointestinal Cancer General Cancer Therapy Cancer Drugs [All] Gastrointestinal Cancers Lung Cancer - Drugs Thoracic Cancers [All] Solid Tumors/HemOnc - Chemo/Targeted Therapy Topic: Respiratory Oncology - Drugs Oncology General Cancer Treatment/Therapy General Lung Cancer Topic: Solid Tumors Gastrointestinal Cancers - Chemo/Targeted Therapy Health Targeted Cancer Therapy Thoracic Cancers AsthmaTargeted Therapy Targeted Therapy General Therapy General Systemic Cancer Therapy Gastrointestinal Cancers - Targeted Therapy Gastrointestinal Cancers [All] Drugs_General Abdominal Surgery Solid Tumors plus Hemato-Onc [All]",CHtr_001_4546,CHtr_001_4546,0.0
4797,4797,5ecaf3d9566d7300183ca916,"Peter  Cordeiro department of plastic & reconstructive surgery, weill medical college of cornell university, new york   ",1300152106113,1300152106113,0.0
4798,4798,5ecaf4774433110018a17f3f,"Peter  Cordeiro department of plastic & reconstructive surgery, weill medical college of cornell university, new york Implant (General),Management Implant (General),Management Implant (General) Management",1300152106113,1300152106113,0.0
4799,4799,5ecb0ae74433110018a18e31,"Peter  Cordeiro department of plastic & reconstructive surgery, weill medical college of cornell university, new york Cancer Treatment/Therapy General,Implant (General) Cancer Treatment/Therapy General,Implant (General) Cancer Treatment/Therapy General Implant (General)",1300152106113,1300152106113,0.0
4800,4800,5ecb6b1e6c01c60018a1ed32,"Sandy  Srinivas stanford cancer institute Genitourinary Cancers [All],Genitourinary Cancers,Topic: Solid Tumors,Cancer Therapy,Urology General,Therapy General,Prostate Cancer [All],Clinical Management ,Biotechnology,Solid Tumors plus Hemato-Onc [All],Andrology,Research,Cancer Treatment/Therapy General,Management,Care/Nursing,Prostate Cancer,Health,Topic: Urology,Oncology General Genitourinary Cancers [All],Genitourinary Cancers,Topic: Solid Tumors,Cancer Therapy,Urology General,Therapy General,Prostate Cancer [All],Clinical Management ,Biotechnology,Solid Tumors plus Hemato-Onc [All],Andrology,Research,Cancer Treatment/Therapy General,Management,Care/Nursing,Prostate Cancer,Health,Topic: Urology,Oncology General Genitourinary Cancers [All] Genitourinary Cancers Topic: Solid Tumors Cancer Therapy Urology General Therapy General Prostate Cancer [All] Clinical Management  Biotechnology Solid Tumors plus Hemato-Onc [All] Andrology Research Cancer Treatment/Therapy General Management Care/Nursing Prostate Cancer Health Topic: Urology Oncology General",10005340,10005340,0.0
4801,4801,5ecba6ca566d7300183d2b50,"Marc-André  Weber rostock, germany Solid Tumors plus Hemato-Onc [All],Diagnosis,Oncology General Solid Tumors plus Hemato-Onc [All],Diagnosis,Oncology General Solid Tumors plus Hemato-Onc [All] Diagnosis Oncology General",127645880001,127645880001,0.0
4802,4802,5ecba727566d7300183d2c08,"Marc-André  Weber rostock, germany Solid Tumors plus Hemato-Onc [All],Oncology General Solid Tumors plus Hemato-Onc [All],Oncology General Solid Tumors plus Hemato-Onc [All] Oncology General",127645880001,127645880001,0.0
4803,4803,5ecbabef566d7300183d6f1b,"Jon  Lykkegaard Andersen afdeling for kræftbehandling, herlevgentofte hospital Lung Cancer,Health,Oncology General,Thoracic Cancers,Thoracic Cancers [All],Topic: Respiratory,Lung Cancer [All],Topic: Solid Tumors,Cancer Treatment/Therapy General,Cancer Therapy,Inhalers,Solid Tumors plus Hemato-Onc [All] Lung Cancer,Health,Oncology General,Thoracic Cancers,Thoracic Cancers [All],Topic: Respiratory,Lung Cancer [All],Topic: Solid Tumors,Cancer Treatment/Therapy General,Cancer Therapy,Inhalers,Solid Tumors plus Hemato-Onc [All] Lung Cancer Health Oncology General Thoracic Cancers Thoracic Cancers [All] Topic: Respiratory Lung Cancer [All] Topic: Solid Tumors Cancer Treatment/Therapy General Cancer Therapy Inhalers Solid Tumors plus Hemato-Onc [All]",1300152128112,1300152128112,0.0
4804,4804,5ecbe1c14433110018a27818,"Peter  Cordeiro department of plastic & reconstructive surgery, weill medical college of cornell university, new york Health,Cosmetic Surgery,Plastic, Reconstructive & Aesthetic Surgery,Surgery,Plastic / Reconstructive Surgery General,Topic: Surgery,Surgery General Health,Cosmetic Surgery,Plastic, Reconstructive & Aesthetic Surgery,Surgery,Plastic / Reconstructive Surgery General,Topic: Surgery,Surgery General Health Cosmetic Surgery Plastic, Reconstructive & Aesthetic Surgery Surgery Plastic / Reconstructive Surgery General Topic: Surgery Surgery General",1300152106113,1300152106113,0.0
4805,4805,5ecbf2d6566d7300183db825,"Peter  Cordeiro department of plastic & reconstructive surgery, weill medical college of cornell university, new york non cancer non cancer non cancer",1300152106113,1300152106113,0.0
4806,4806,5ecc0b4ea3b13e001a13efce,"Peter  Cordeiro department of plastic & reconstructive surgery, weill medical college of cornell university, new york Implant (General),non cancer Implant (General),non cancer Implant (General) non cancer",1300152106113,1300152106113,0.0
4807,4807,5ecc0c45566d7300183edb99,"Peter  Cordeiro department of plastic & reconstructive surgery, weill medical college of cornell university, new york Cancer Treatment/Therapy General,Implant (General) Cancer Treatment/Therapy General,Implant (General) Cancer Treatment/Therapy General Implant (General)",1300152106113,1300152106113,0.0
4808,4808,5ecd3866566d7300184038de,"   手稲渓仁会病院　消化器病センター Topic: Metabolic,Pancreas Diseases Other,Health,Topic: Endocrinology,Therapy plain only,Chronic Pancreatitis,Therapy General,Pancreas Diseases Topic: Metabolic,Pancreas Diseases Other,Health,Topic: Endocrinology,Therapy plain only,Chronic Pancreatitis,Therapy General,Pancreas Diseases Topic: Metabolic Pancreas Diseases Other Health Topic: Endocrinology Therapy plain only Chronic Pancreatitis Therapy General Pancreas Diseases",1300152136112,1300152136112,0.0
4809,4809,5ece1b9e6c01c60018a68c99,"Nicolas Andre Muruve cleveland clinic florida Topic: Surgery,Surgery,Solid Organ Transplantation,Vascular Surgery General,Topic: Cardiovascular ,Cardiovascular General,Organ Transplantation General,Topic: Immunology,Renal Replacement Therapy,Transplant,Surgery General,Topic: Urology,Kidney Transplantation,Vascular Surgery,Abdominal Surgery,Topic: Nephrology Topic: Surgery,Surgery,Solid Organ Transplantation,Vascular Surgery General,Topic: Cardiovascular ,Cardiovascular General,Organ Transplantation General,Topic: Immunology,Renal Replacement Therapy,Transplant,Surgery General,Topic: Urology,Kidney Transplantation,Vascular Surgery,Abdominal Surgery,Topic: Nephrology Topic: Surgery Surgery Solid Organ Transplantation Vascular Surgery General Topic: Cardiovascular  Cardiovascular General Organ Transplantation General Topic: Immunology Renal Replacement Therapy Transplant Surgery General Topic: Urology Kidney Transplantation Vascular Surgery Abdominal Surgery Topic: Nephrology",1300152098113,1300152098113,0.0
4810,4810,5ece5f6cb400160018039818,"Jon  Lykkegaard Andersen herlev hospital Solid Tumors plus Hemato-Onc [All],Health,Cancer Therapy,Cancer Treatment/Therapy General,Oncology General Solid Tumors plus Hemato-Onc [All],Health,Cancer Therapy,Cancer Treatment/Therapy General,Oncology General Solid Tumors plus Hemato-Onc [All] Health Cancer Therapy Cancer Treatment/Therapy General Oncology General",1300152128112,1300152128112,0.0
4811,4811,5ecf30f8b40016001804dc46,"   哈尔滨血液病肿瘤研究所 Hematologic Malignancies [All],Lymphoma general,Lymphomas [All],Topic: Hematology,Topic: Hematologic Malignancies,Solid Tumors plus Hemato-Onc [All] Hematologic Malignancies [All],Lymphoma general,Lymphomas [All],Topic: Hematology,Topic: Hematologic Malignancies,Solid Tumors plus Hemato-Onc [All] Hematologic Malignancies [All] Lymphoma general Lymphomas [All] Topic: Hematology Topic: Hematologic Malignancies Solid Tumors plus Hemato-Onc [All]",ASSO_CN_21,ASSO_CN_21,0.0
4812,4812,5ecf33d6905385001832323d,"   哈尔滨血液病肿瘤研究所 Technology,Research,Health Technology,Research,Health Technology Research Health",ASSO_CN_21,ASSO_CN_21,0.0
4813,4813,5ecfb31fb40016001805cc30,"   福島県立医科大学 Topic: Gastroenterology,NeuroEndocrine Tumors General,Hepato-Pancreto-Biliary Cancers [All],Topic: Solid Tumors,Gastrointestinal Cancers [All],Abdominal Surgery,Pancreatic Cancer [All],Oncology General,Gastroenteropancreatic Neuroendocrine Tumors (GEP-NET) [All],Solid Tumors plus Hemato-Onc [All],Endocrine/Neuroendocrine Tumors [All],Pancreatic Neuroendocrine Tumors (pNET) [All] Topic: Gastroenterology,NeuroEndocrine Tumors General,Hepato-Pancreto-Biliary Cancers [All],Topic: Solid Tumors,Gastrointestinal Cancers [All],Abdominal Surgery,Pancreatic Cancer [All],Oncology General,Gastroenteropancreatic Neuroendocrine Tumors (GEP-NET) [All],Solid Tumors plus Hemato-Onc [All],Endocrine/Neuroendocrine Tumors [All],Pancreatic Neuroendocrine Tumors (pNET) [All] Topic: Gastroenterology NeuroEndocrine Tumors General Hepato-Pancreto-Biliary Cancers [All] Topic: Solid Tumors Gastrointestinal Cancers [All] Abdominal Surgery Pancreatic Cancer [All] Oncology General Gastroenteropancreatic Neuroendocrine Tumors (GEP-NET) [All] Solid Tumors plus Hemato-Onc [All] Endocrine/Neuroendocrine Tumors [All] Pancreatic Neuroendocrine Tumors (pNET) [All]",1300152174113,1300152174113,0.0
4814,4814,5ed797ac08cbec0019b3ab04,   哈尔滨血液病肿瘤研究所   ,ASSO_CN_21,ASSO_CN_21,0.0
4815,4815,5ed7ec54ced05000188fa20b,"Eduard  Auff universitätsklinik für neurologie, medizinische universität wien, wien, österreich   ",1300152182112,1300152182112,0.0
4816,4816,5ed836dfffa8e000188ec81d,"Markus  Färkkilä helsinki Migraine,Pain,Prevention,Topic: Anesthesiology,Monoclonal Antibodies General Migraine,Pain,Prevention,Topic: Anesthesiology,Monoclonal Antibodies General Migraine Pain Prevention Topic: Anesthesiology Monoclonal Antibodies General",1300152181113,1300152181113,0.0
4817,4817,5ed88cf008cbec0019b5601c,"Eduard  Auff universitätsklinik für neurologie, medizinische universität wien, wien, österreich Therapy General,Therapy plain only Therapy General,Therapy plain only Therapy General Therapy plain only",1300152182112,1300152182112,0.0
4818,4818,5ed9fa9cced050001892ddd2,"    Gastrointestinal Cancers [All],Gastric Cancer [All],Oncology General,Solid Tumors plus Hemato-Onc [All],Topic: Gastroenterology,Topic: Solid Tumors,Abdominal Surgery Gastrointestinal Cancers [All],Gastric Cancer [All],Oncology General,Solid Tumors plus Hemato-Onc [All],Topic: Gastroenterology,Topic: Solid Tumors,Abdominal Surgery Gastrointestinal Cancers [All] Gastric Cancer [All] Oncology General Solid Tumors plus Hemato-Onc [All] Topic: Gastroenterology Topic: Solid Tumors Abdominal Surgery",CHtr_001_4546,CHtr_001_4546,0.0
4819,4819,5ed9fdafffa8e00018918017,"   广东 Abdominal Surgery,Oncology General,Topic: Gastroenterology,Gastric Cancer [All],Solid Tumors plus Hemato-Onc [All],Gastrointestinal Cancers [All],Topic: Solid Tumors Abdominal Surgery,Oncology General,Topic: Gastroenterology,Gastric Cancer [All],Solid Tumors plus Hemato-Onc [All],Gastrointestinal Cancers [All],Topic: Solid Tumors Abdominal Surgery Oncology General Topic: Gastroenterology Gastric Cancer [All] Solid Tumors plus Hemato-Onc [All] Gastrointestinal Cancers [All] Topic: Solid Tumors",deadad5a-a70c-4e4f-a10d-aff0e2b90b94,deadad5a-a70c-4e4f-a10d-aff0e2b90b94,0.0
4820,4820,5ed9fdc908cbec0019b78150,"   河北 Gastric Cancer [All],Topic: Solid Tumors,Topic: Gastroenterology,Solid Tumors plus Hemato-Onc [All],Oncology General,Abdominal Surgery,Gastrointestinal Cancers [All] Gastric Cancer [All],Topic: Solid Tumors,Topic: Gastroenterology,Solid Tumors plus Hemato-Onc [All],Oncology General,Abdominal Surgery,Gastrointestinal Cancers [All] Gastric Cancer [All] Topic: Solid Tumors Topic: Gastroenterology Solid Tumors plus Hemato-Onc [All] Oncology General Abdominal Surgery Gastrointestinal Cancers [All]",PUB_CN_60,PUB_CN_60,0.01
4821,4821,5ed9ff0d07132e0019141052,"R  Matěj  Health,Neurodegenerative Diseases General,Topic: Neurology,Dementia,Mental Disorders,Central Nervous System Diseases,Brain Diseases,Cognitive Disorders,Neurodegenerative Diseases,Dementia General,Cancer Treatment/Therapy General,Topic: Psychiatry,Nervous System Diseases Health,Neurodegenerative Diseases General,Topic: Neurology,Dementia,Mental Disorders,Central Nervous System Diseases,Brain Diseases,Cognitive Disorders,Neurodegenerative Diseases,Dementia General,Cancer Treatment/Therapy General,Topic: Psychiatry,Nervous System Diseases Health Neurodegenerative Diseases General Topic: Neurology Dementia Mental Disorders Central Nervous System Diseases Brain Diseases Cognitive Disorders Neurodegenerative Diseases Dementia General Cancer Treatment/Therapy General Topic: Psychiatry Nervous System Diseases",1300152153113,1300152153113,0.0
4822,4822,5eda08c708cbec0019b78809,"    Gastric Cancer [All],Topic: Gastroenterology,Gastrointestinal Cancers [All],Abdominal Surgery,Oncology General,Solid Tumors plus Hemato-Onc [All],Topic: Solid Tumors Gastric Cancer [All],Topic: Gastroenterology,Gastrointestinal Cancers [All],Abdominal Surgery,Oncology General,Solid Tumors plus Hemato-Onc [All],Topic: Solid Tumors Gastric Cancer [All] Topic: Gastroenterology Gastrointestinal Cancers [All] Abdominal Surgery Oncology General Solid Tumors plus Hemato-Onc [All] Topic: Solid Tumors",Match_CN_2_001_Match-127,Match_CN_2_001_Match-127,0.0
4823,4823,5edb0d87ffa8e0001893ede8,"Miguel Ángel Álvarez Avitia  Targeted Cancer Therapy,Melanoma General,Targeted Therapy General,Cancer Drugs [All],AsthmaTargeted Therapy,Solid Tumors/HemOnc - Chemo/Targeted Therapy,Skin Cancers [All],Cancer Therapy,Skin Cancer - Chemo/Targeted Therapy,Topic: Solid Tumors,Melanoma - Chemo/Targeted Therapy,Melanoma [All],Oncology - Drugs,Therapy General,Solid Tumors plus Hemato-Onc [All],Topic: Dermatology,Systemic Cancer Therapy,Melanoma,Melanoma - Drugs,Therapy plain only,Skin Cancers Targeted Cancer Therapy,Melanoma General,Targeted Therapy General,Cancer Drugs [All],AsthmaTargeted Therapy,Solid Tumors/HemOnc - Chemo/Targeted Therapy,Skin Cancers [All],Cancer Therapy,Skin Cancer - Chemo/Targeted Therapy,Topic: Solid Tumors,Melanoma - Chemo/Targeted Therapy,Melanoma [All],Oncology - Drugs,Therapy General,Solid Tumors plus Hemato-Onc [All],Topic: Dermatology,Systemic Cancer Therapy,Melanoma,Melanoma - Drugs,Therapy plain only,Skin Cancers Targeted Cancer Therapy Melanoma General Targeted Therapy General Cancer Drugs [All] AsthmaTargeted Therapy Solid Tumors/HemOnc - Chemo/Targeted Therapy Skin Cancers [All] Cancer Therapy Skin Cancer - Chemo/Targeted Therapy Topic: Solid Tumors Melanoma - Chemo/Targeted Therapy Melanoma [All] Oncology - Drugs Therapy General Solid Tumors plus Hemato-Onc [All] Topic: Dermatology Systemic Cancer Therapy Melanoma Melanoma - Drugs Therapy plain only Skin Cancers",LATAM_CLA_113,LATAM_CLA_113,0.0
4824,4824,5edb104408cbec0019b9db03,"Miguel Ángel Álvarez Avitia  Topic: Solid Tumors,Solid Tumors General,Oncology General,Solid Tumors plus Hemato-Onc [All] Topic: Solid Tumors,Solid Tumors General,Oncology General,Solid Tumors plus Hemato-Onc [All] Topic: Solid Tumors Solid Tumors General Oncology General Solid Tumors plus Hemato-Onc [All]",LATAM_CLA_113,LATAM_CLA_113,0.0
4825,4825,5edb109608cbec0019b9db12,"Miguel Ángel Álvarez Avitia  NeuroEndocrine Tumors General,Neuroendocrine Carcinomas [All],Topic: Solid Tumors,Oncology General,Topic: Dermatology,Skin Cancers [All],Merkel Cell Carcinoma [All],Solid Tumors General,Solid Tumors plus Hemato-Onc [All],Rare Cancers [All],Endocrine/Neuroendocrine Tumors [All] NeuroEndocrine Tumors General,Neuroendocrine Carcinomas [All],Topic: Solid Tumors,Oncology General,Topic: Dermatology,Skin Cancers [All],Merkel Cell Carcinoma [All],Solid Tumors General,Solid Tumors plus Hemato-Onc [All],Rare Cancers [All],Endocrine/Neuroendocrine Tumors [All] NeuroEndocrine Tumors General Neuroendocrine Carcinomas [All] Topic: Solid Tumors Oncology General Topic: Dermatology Skin Cancers [All] Merkel Cell Carcinoma [All] Solid Tumors General Solid Tumors plus Hemato-Onc [All] Rare Cancers [All] Endocrine/Neuroendocrine Tumors [All]",LATAM_CLA_113,LATAM_CLA_113,0.0
4826,4826,5edb6df0ffa8e00018947c4f,"Nicholas  Vogelzang comprehensive cancer centers Urologic Cancers General,Genitourinary Cancers [All],Topic: Urology,Oncology General,Urology General,Health,Andrology,Solid Tumors plus Hemato-Onc [All],Topic: Solid Tumors Urologic Cancers General,Genitourinary Cancers [All],Topic: Urology,Oncology General,Urology General,Health,Andrology,Solid Tumors plus Hemato-Onc [All],Topic: Solid Tumors Urologic Cancers General Genitourinary Cancers [All] Topic: Urology Oncology General Urology General Health Andrology Solid Tumors plus Hemato-Onc [All] Topic: Solid Tumors",10005113,10005113,0.0
4827,4827,5edc09f7ffa8e000189592ae,"G  Antonini roma, italy   ",1300152118112,1300152118112,0.0
4828,4828,5edc31011ded1b001a0b718b,"Elisabetta  Capello genova Topic: Neurology,Onco Targeted Therapy Other,Stem Cell Transplantation General,Alemtuzumab (LEMTRADA®),Hematopoietic Stem Cell Transplantation General,MS - Drugs - Alemtuzumab,Central Nervous System Diseases,Therapy plain only,Stem Cells,Disease Modifying Drugs (DMD),Transplant,Immunosuppressive Agents,Autologous Stem Cell Transplantation,Cancer Drugs [All],MS - Drugs - Monoclonal Antibodies,Hematopoietic Stem Cells,Stem Cell Transplantation,CNS Demyelinating Autoimmune Diseases,Multiple Sclerosis (MS),Immunosuppressive Agents General,Blood,Therapy General,MS - Drugs - Escalating Therapy,Nervous System Diseases Topic: Neurology,Onco Targeted Therapy Other,Stem Cell Transplantation General,Alemtuzumab (LEMTRADA®),Hematopoietic Stem Cell Transplantation General,MS - Drugs - Alemtuzumab,Central Nervous System Diseases,Therapy plain only,Stem Cells,Disease Modifying Drugs (DMD),Transplant,Immunosuppressive Agents,Autologous Stem Cell Transplantation,Cancer Drugs [All],MS - Drugs - Monoclonal Antibodies,Hematopoietic Stem Cells,Stem Cell Transplantation,CNS Demyelinating Autoimmune Diseases,Multiple Sclerosis (MS),Immunosuppressive Agents General,Blood,Therapy General,MS - Drugs - Escalating Therapy,Nervous System Diseases Topic: Neurology Onco Targeted Therapy Other Stem Cell Transplantation General Alemtuzumab (LEMTRADA®) Hematopoietic Stem Cell Transplantation General MS - Drugs - Alemtuzumab Central Nervous System Diseases Therapy plain only Stem Cells Disease Modifying Drugs (DMD) Transplant Immunosuppressive Agents Autologous Stem Cell Transplantation Cancer Drugs [All] MS - Drugs - Monoclonal Antibodies Hematopoietic Stem Cells Stem Cell Transplantation CNS Demyelinating Autoimmune Diseases Multiple Sclerosis (MS) Immunosuppressive Agents General Blood Therapy General MS - Drugs - Escalating Therapy Nervous System Diseases",1300152180113,1300152180113,0.0
4829,4829,5edd08d1ced050001897ca52,Elisabetta  Capello genova   ,1300152180113,1300152180113,0.0
4830,4830,5edf4999ffa8e0001899cf29,"   義大醫院 EGFR,Cancer Drugs [All],ALK Inhibitors,ALK Inhibitors,EGFR,Cancer Drugs [All] EGFR,Cancer Drugs [All],ALK Inhibitors,ALK Inhibitors,EGFR,Cancer Drugs [All] EGFR Cancer Drugs [All] ALK Inhibitors ALK Inhibitors EGFR Cancer Drugs [All]",TW_ADD_112,TW_ADD_112,0.0
4831,4831,5ee271679d4730001380f3b7,"Sergiusz  Nawrocki  Nervous System Cancers [All],Neuro-Oncology General,Topic: Neurology Nervous System Cancers [All],Neuro-Oncology General,Topic: Neurology Nervous System Cancers [All] Neuro-Oncology General Topic: Neurology",1482137803067589113,1482137803067589113,0.0
4832,4832,5ee3167f1565d40018894b67,   中国工程院   ,1300152121113,1300152121113,0.0
4833,4833,5ee319391565d40018894ff7,"   上海同济大学附属东方医院 Topic: Gastroenterology,Topic: Solid Tumors,Solid Tumors plus Hemato-Onc [All],Oncology General,Abdominal Surgery,Research,Gastrointestinal Cancer General,Health,Gastrointestinal Cancers [All] Topic: Gastroenterology,Topic: Solid Tumors,Solid Tumors plus Hemato-Onc [All],Oncology General,Abdominal Surgery,Research,Gastrointestinal Cancer General,Health,Gastrointestinal Cancers [All] Topic: Gastroenterology Topic: Solid Tumors Solid Tumors plus Hemato-Onc [All] Oncology General Abdominal Surgery Research Gastrointestinal Cancer General Health Gastrointestinal Cancers [All]",CHtr_001_4546,CHtr_001_4546,0.0
4834,4834,5ee31aad1565d400188951ad,   北京大学国际医院   ,Match_CN_2_001_Match-127,Match_CN_2_001_Match-127,0.0
4835,4835,5ee31adc9d4730001381b63f,   北京大学国际医院   ,Match_CN_2_001_Match-127,Match_CN_2_001_Match-127,0.0
4836,4836,5ee31bf21565d400188952df,   北京大学肿瘤医院   ,CHtr_001_113,CHtr_001_113,0.0
4837,4837,5ee31c031565d400188952f7,   北京大学国际医院   ,Match_CN_2_001_Match-127,Match_CN_2_001_Match-127,0.0
4838,4838,5ee31d161565d40018895388,   上海同济大学附属东方医院   ,CHtr_001_4546,CHtr_001_4546,0.0
4839,4839,5ee327ed34f33f0018fd18d2,   北京大学肿瘤医院   ,CHtr_001_113,CHtr_001_113,0.0
4840,4840,5ee32a9e9d4730001381c838,"   北京大学肿瘤医院 Oncology General,Gastrointestinal Cancers [All],Topic: Solid Tumors,Abdominal Surgery,Education,Topic: Gastroenterology,Gastrointestinal Cancer General,Solid Tumors plus Hemato-Onc [All] Oncology General,Gastrointestinal Cancers [All],Topic: Solid Tumors,Abdominal Surgery,Education,Topic: Gastroenterology,Gastrointestinal Cancer General,Solid Tumors plus Hemato-Onc [All] Oncology General Gastrointestinal Cancers [All] Topic: Solid Tumors Abdominal Surgery Education Topic: Gastroenterology Gastrointestinal Cancer General Solid Tumors plus Hemato-Onc [All]",CHtr_001_113,CHtr_001_113,0.0
4841,4841,5ee335f734f33f0018fd3011,"   北京大学肿瘤医院 PD-1/PD-L1,Tislelizumab,Health,Anti-PD-1 Drugs,Cancer Therapy,Targeted Cancer Therapy,Solid Tumors plus Hemato-Onc [All],Cancer Drugs [All],Anti-PD-1/PD-L1 Drugs,Oncology - Immune Checkpoint Inhibitors,Cancer Immuno Monotherapy,Oncology - PD(L)-1 (incl. drugs),Systemic Cancer Therapy,Cancer Immunotherapy,Immune Checkpoint Inhibitors,Oncology - Drugs,Solid Tumors/HemOnc - Chemo/Targeted Therapy PD-1/PD-L1,Tislelizumab,Health,Anti-PD-1 Drugs,Cancer Therapy,Targeted Cancer Therapy,Solid Tumors plus Hemato-Onc [All],Cancer Drugs [All],Anti-PD-1/PD-L1 Drugs,Oncology - Immune Checkpoint Inhibitors,Cancer Immuno Monotherapy,Oncology - PD(L)-1 (incl. drugs),Systemic Cancer Therapy,Cancer Immunotherapy,Immune Checkpoint Inhibitors,Oncology - Drugs,Solid Tumors/HemOnc - Chemo/Targeted Therapy PD-1/PD-L1 Tislelizumab Health Anti-PD-1 Drugs Cancer Therapy Targeted Cancer Therapy Solid Tumors plus Hemato-Onc [All] Cancer Drugs [All] Anti-PD-1/PD-L1 Drugs Oncology - Immune Checkpoint Inhibitors Cancer Immuno Monotherapy Oncology - PD(L)-1 (incl. drugs) Systemic Cancer Therapy Cancer Immunotherapy Immune Checkpoint Inhibitors Oncology - Drugs Solid Tumors/HemOnc - Chemo/Targeted Therapy",CHtr_001_113,CHtr_001_113,0.0
4842,4842,5ee41d42839d4600123b4d7c,   北京大学国际医院   ,Match_CN_2_001_Match-127,Match_CN_2_001_Match-127,0.0
